"name","dept","area","count","adjustedcount","year"
A Min Tjoa,TU Wien,icde,1.0,0.3333333333333333,1984
A Min Tjoa,TU Wien,icde,1.0,0.2,1996
A. Aldo Faisal,Imperial College London,icra,1.0,0.3333333333333333,2016
A. Aldo Faisal,Imperial College London,icra,1.0,0.3333333333333333,2019
A. Aldo Faisal,Imperial College London,nips,1.0,0.14285714285714285,2018
A. Aldo Faisal,Imperial College London,ubicomp,1.0,0.16666666666666666,2019
A. Cüneyd Tantug,Istanbul Technical University,acl,1.0,0.3333333333333333,2007
A. Cüneyd Tantug,Istanbul Technical University,acl,1.0,0.3333333333333333,2019
A. E. Eiben,VU Amsterdam,ijcai,1.0,0.5,2007
A. Ercument Cicek,Bilkent University,ismb,1.0,0.3333333333333333,2014
A. Jefferson Offutt,George Mason University,fse,1.0,0.16666666666666666,2016
A. Jefferson Offutt,George Mason University,icse,1.0,0.3333333333333333,1993
A. Jefferson Offutt,George Mason University,issta,1.0,0.3333333333333333,1993
A. Jefferson Offutt,George Mason University,issta,1.0,0.5,1996
A. Jefferson Offutt,George Mason University,pldi,1.0,0.5,1987
A. P. Wim Böhm,Colorado State University,ics,1.0,0.5,1987
A. P. Wim Böhm,Colorado State University,isca,1.0,0.3333333333333333,1992
A. P. Wim Böhm,Colorado State University,micro,1.0,0.3333333333333333,1991
A. P. Wim Böhm,Colorado State University,micro,1.0,0.25,1993
A. Pavan 0001,Iowa State University,icde,1.0,0.5,2005
A. Pavan 0001,Iowa State University,pods,1.0,0.25,2012
A. Pavan 0001,Iowa State University,vldb,1.0,0.25,2013
A. Prasad Sistla,University of Illinois at Chicago,acl,1.0,0.2,2012
A. Prasad Sistla,University of Illinois at Chicago,cav,1.0,0.25,1990
A. Prasad Sistla,University of Illinois at Chicago,cav,1.0,0.5,1991
A. Prasad Sistla,University of Illinois at Chicago,cav,2.0,0.8333333333333333,1993
A. Prasad Sistla,University of Illinois at Chicago,cav,1.0,0.5,1994
A. Prasad Sistla,University of Illinois at Chicago,cav,1.0,0.5,1995
A. Prasad Sistla,University of Illinois at Chicago,cav,2.0,1.5,1997
A. Prasad Sistla,University of Illinois at Chicago,cav,1.0,0.25,1998
A. Prasad Sistla,University of Illinois at Chicago,cav,1.0,0.5,2001
A. Prasad Sistla,University of Illinois at Chicago,cav,1.0,0.3333333333333333,2011
A. Prasad Sistla,University of Illinois at Chicago,cav,1.0,0.25,2018
A. Prasad Sistla,University of Illinois at Chicago,focs,1.0,0.3333333333333333,1983
A. Prasad Sistla,University of Illinois at Chicago,icde,2.0,0.5833333333333333,1997
A. Prasad Sistla,University of Illinois at Chicago,icde,1.0,0.25,1998
A. Prasad Sistla,University of Illinois at Chicago,lics,2.0,1.0,1987
A. Prasad Sistla,University of Illinois at Chicago,lics,1.0,0.3333333333333333,2008
A. Prasad Sistla,University of Illinois at Chicago,lics,1.0,0.5,2016
A. Prasad Sistla,University of Illinois at Chicago,lics,1.0,0.3333333333333333,2017
A. Prasad Sistla,University of Illinois at Chicago,popl,1.0,0.3333333333333333,1983
A. Prasad Sistla,University of Illinois at Chicago,sigmod,1.0,0.3333333333333333,1994
A. Prasad Sistla,University of Illinois at Chicago,sigmod,1.0,0.5,1995
A. Prasad Sistla,University of Illinois at Chicago,stoc,1.0,0.5,1982
A. Prasad Sistla,University of Illinois at Chicago,stoc,1.0,0.5,1984
A. Prasad Sistla,University of Illinois at Chicago,vldb,1.0,0.3333333333333333,1994
A. Prasad Sistla,University of Illinois at Chicago,vldb,1.0,0.25,1995
A. Prasad Sistla,University of Illinois at Chicago,vldb,1.0,0.2,2009
A. Robert Calderbank,Duke University,cvpr,1.0,0.16666666666666666,2018
A. Robert Calderbank,Duke University,hpca,1.0,0.3333333333333333,2013
A. Robert Calderbank,Duke University,iccv,1.0,0.25,2015
A. Robert Calderbank,Duke University,icml,1.0,0.2,2012
A. Robert Calderbank,Duke University,icml,1.0,0.2,2014
A. Robert Calderbank,Duke University,icml,1.0,0.25,2018
A. Robert Calderbank,Duke University,naacl,1.0,0.25,2019
A. Robert Calderbank,Duke University,nips,1.0,0.16666666666666666,2013
A. Robert Calderbank,Duke University,nips,1.0,0.25,2015
A. Robert Calderbank,Duke University,soda,1.0,0.2,2005
A. T. Chamillard,Univ. of Colorado Colorado Springs,issta,1.0,0.5,1996
A. Taylan Cemgil,Boğaziçi University,cvpr,1.0,0.3333333333333333,2005
A. Taylan Cemgil,Boğaziçi University,icml,1.0,0.3333333333333333,2013
A. Taylan Cemgil,Boğaziçi University,icml,1.0,0.25,2016
A. Taylan Cemgil,Boğaziçi University,icml,1.0,0.2,2018
A. Taylan Cemgil,Boğaziçi University,icra,1.0,0.16666666666666666,2018
A. Taylan Cemgil,Boğaziçi University,nips,1.0,0.5,2001
A. Taylan Cemgil,Boğaziçi University,nips,1.0,0.3333333333333333,2011
A. Taylan Cemgil,Boğaziçi University,nips,1.0,0.5,2013
A. Udaya Shankar,University of Maryland - College Park,mobisys,1.0,0.2,2006
A. Udaya Shankar,University of Maryland - College Park,oakland,1.0,0.3333333333333333,1991
A. Udaya Shankar,University of Maryland - College Park,rtss,1.0,1.0,1992
A. Udaya Shankar,University of Maryland - College Park,sigcomm,1.0,0.5,1988
A. Udaya Shankar,University of Maryland - College Park,sigmetrics,1.0,0.25,1992
A. Udaya Shankar,University of Maryland - College Park,sigmetrics,1.0,0.5,1995
A. W. Roscoe,University of Oxford,cav,1.0,0.14285714285714285,2012
A. W. Roscoe,University of Oxford,oakland,1.0,1.0,1995
Aaditeshwar Seth,IIT Delhi,mobicom,1.0,0.2,2006
Aanjhan Ranganathan,Northeastern University,mobicom,3.0,0.7,2016
Aanjhan Ranganathan,Northeastern University,oakland,1.0,0.25,2013
Aanjhan Ranganathan,Northeastern University,oakland,1.0,0.3333333333333333,2019
Aanjhan Ranganathan,Northeastern University,usenixsec,1.0,0.16666666666666666,2015
Aanjhan Ranganathan,Northeastern University,usenixsec,1.0,0.25,2019
Aarne Ranta,Chalmers University of Technology,icfp,1.0,0.5,2004
Aarne Ranta,Chalmers University of Technology,icfp,1.0,0.5,2006
Aaron Bernstein,Rutgers University,focs,1.0,1.0,2009
Aaron Bernstein,Rutgers University,soda,1.0,0.5,2008
Aaron Bernstein,Rutgers University,soda,1.0,1.0,2010
Aaron Bernstein,Rutgers University,soda,1.0,0.5,2011
Aaron Bernstein,Rutgers University,soda,1.0,1.0,2012
Aaron Bernstein,Rutgers University,soda,1.0,0.5,2016
Aaron Bernstein,Rutgers University,soda,1.0,0.5,2017
Aaron Bernstein,Rutgers University,soda,2.0,0.8333333333333333,2018
Aaron Bernstein,Rutgers University,soda,2.0,0.5333333333333333,2019
Aaron Bernstein,Rutgers University,stoc,1.0,0.5,2009
Aaron Bernstein,Rutgers University,stoc,1.0,1.0,2013
Aaron Bernstein,Rutgers University,stoc,1.0,0.5,2016
Aaron Bernstein,Rutgers University,stoc,2.0,0.8333333333333333,2019
Aaron C. Courville,University of Montreal,aaai,1.0,0.25,2014
Aaron C. Courville,University of Montreal,aaai,1.0,0.2,2016
Aaron C. Courville,University of Montreal,aaai,2.0,0.2857142857142857,2017
Aaron C. Courville,University of Montreal,aaai,1.0,0.2,2018
Aaron C. Courville,University of Montreal,acl,1.0,0.14285714285714285,2016
Aaron C. Courville,University of Montreal,acl,1.0,0.16666666666666666,2018
Aaron C. Courville,University of Montreal,cvpr,2.0,0.3666666666666667,2017
Aaron C. Courville,University of Montreal,eccv,1.0,0.2,2012
Aaron C. Courville,University of Montreal,eccv,1.0,0.125,2018
Aaron C. Courville,University of Montreal,emnlp,1.0,0.25,2017
Aaron C. Courville,University of Montreal,iccv,1.0,0.14285714285714285,2015
Aaron C. Courville,University of Montreal,icml,1.0,0.2,2007
Aaron C. Courville,University of Montreal,icml,1.0,0.3333333333333333,2011
Aaron C. Courville,University of Montreal,icml,1.0,0.3333333333333333,2012
Aaron C. Courville,University of Montreal,icml,1.0,0.2,2013
Aaron C. Courville,University of Montreal,icml,1.0,0.125,2015
Aaron C. Courville,University of Montreal,icml,2.0,0.3666666666666667,2016
Aaron C. Courville,University of Montreal,icml,1.0,0.09090909090909091,2017
Aaron C. Courville,University of Montreal,icml,3.0,0.5928571428571429,2018
Aaron C. Courville,University of Montreal,icml,2.0,0.325,2019
Aaron C. Courville,University of Montreal,ijcai,1.0,0.16666666666666666,2017
Aaron C. Courville,University of Montreal,nips,1.0,0.5,2001
Aaron C. Courville,University of Montreal,nips,1.0,0.3333333333333333,2002
Aaron C. Courville,University of Montreal,nips,1.0,0.25,2003
Aaron C. Courville,University of Montreal,nips,1.0,0.3333333333333333,2004
Aaron C. Courville,University of Montreal,nips,1.0,0.5,2007
Aaron C. Courville,University of Montreal,nips,1.0,0.3333333333333333,2009
Aaron C. Courville,University of Montreal,nips,1.0,0.3333333333333333,2011
Aaron C. Courville,University of Montreal,nips,1.0,0.25,2013
Aaron C. Courville,University of Montreal,nips,1.0,0.125,2014
Aaron C. Courville,University of Montreal,nips,1.0,0.16666666666666666,2015
Aaron C. Courville,University of Montreal,nips,1.0,0.16666666666666666,2016
Aaron C. Courville,University of Montreal,nips,3.0,0.5333333333333333,2017
Aaron C. Courville,University of Montreal,nips,2.0,0.41666666666666663,2018
Aaron C. Courville,University of Montreal,rss,1.0,0.3333333333333333,2005
Aaron Clauset,University of Colorado Boulder,aaai,1.0,0.5,2015
Aaron Clauset,University of Colorado Boulder,stoc,1.0,0.25,2005
Aaron Clauset,University of Colorado Boulder,ubicomp,1.0,0.3333333333333333,2009
Aaron Clauset,University of Colorado Boulder,www,1.0,0.3333333333333333,2016
Aaron F. Bobick,Washington University in St. Louis,aaai,1.0,0.5,1999
Aaron F. Bobick,Washington University in St. Louis,chiconf,1.0,0.3333333333333333,1997
Aaron F. Bobick,Washington University in St. Louis,chiconf,1.0,0.2,1999
Aaron F. Bobick,Washington University in St. Louis,cvpr,1.0,0.5,1989
Aaron F. Bobick,Washington University in St. Louis,cvpr,1.0,0.5,1991
Aaron F. Bobick,Washington University in St. Louis,cvpr,4.0,1.6666666666666665,1997
Aaron F. Bobick,Washington University in St. Louis,cvpr,3.0,1.5,1998
Aaron F. Bobick,Washington University in St. Louis,cvpr,1.0,0.3333333333333333,2000
Aaron F. Bobick,Washington University in St. Louis,cvpr,3.0,1.3333333333333333,2001
Aaron F. Bobick,Washington University in St. Louis,cvpr,3.0,1.0333333333333332,2004
Aaron F. Bobick,Washington University in St. Louis,cvpr,1.0,0.16666666666666666,2005
Aaron F. Bobick,Washington University in St. Louis,cvpr,1.0,0.3333333333333333,2006
Aaron F. Bobick,Washington University in St. Louis,cvpr,1.0,0.5,2014
Aaron F. Bobick,Washington University in St. Louis,eccv,1.0,0.5,1994
Aaron F. Bobick,Washington University in St. Louis,iccv,2.0,1.0,1995
Aaron F. Bobick,Washington University in St. Louis,iccv,1.0,0.5,1998
Aaron F. Bobick,Washington University in St. Louis,iccv,1.0,0.5,1999
Aaron F. Bobick,Washington University in St. Louis,iccv,1.0,0.25,2007
Aaron F. Bobick,Washington University in St. Louis,icra,1.0,0.5,1989
Aaron F. Bobick,Washington University in St. Louis,icra,1.0,0.2,2006
Aaron F. Bobick,Washington University in St. Louis,icra,1.0,0.3333333333333333,2013
Aaron F. Bobick,Washington University in St. Louis,icra,1.0,0.25,2014
Aaron F. Bobick,Washington University in St. Louis,icra,1.0,0.5,2015
Aaron F. Bobick,Washington University in St. Louis,icra,1.0,0.25,2016
Aaron F. Bobick,Washington University in St. Louis,iros,1.0,0.25,2009
Aaron F. Bobick,Washington University in St. Louis,iros,2.0,0.47619047619047616,2012
Aaron F. Bobick,Washington University in St. Louis,siggraph,1.0,0.2,2003
Aaron F. Bobick,Washington University in St. Louis,siggraph,1.0,0.25,2005
Aaron Harwood,University of Melbourne,ijcai,1.0,0.2,2017
Aaron J. Elmore,University of Chicago,icde,1.0,0.16666666666666666,2019
Aaron J. Elmore,University of Chicago,icml,1.0,0.2,2019
Aaron J. Elmore,University of Chicago,micro,1.0,0.25,2017
Aaron J. Elmore,University of Chicago,sigmod,1.0,0.25,2011
Aaron J. Elmore,University of Chicago,sigmod,1.0,0.16666666666666666,2013
Aaron J. Elmore,University of Chicago,sigmod,1.0,0.16666666666666666,2015
Aaron J. Elmore,University of Chicago,sigmod,1.0,0.3333333333333333,2018
Aaron J. Elmore,University of Chicago,usenixatc,1.0,0.5,2018
Aaron J. Elmore,University of Chicago,vldb,1.0,0.2,2012
Aaron J. Elmore,University of Chicago,vldb,1.0,0.125,2014
Aaron J. Elmore,University of Chicago,vldb,2.0,0.3333333333333333,2016
Aaron J. Elmore,University of Chicago,vldb,1.0,0.2,2017
Aaron J. Elmore,University of Chicago,vldb,2.0,0.3666666666666667,2019
Aaron Potechin,University of Chicago,focs,1.0,1.0,2010
Aaron Potechin,University of Chicago,focs,1.0,0.16666666666666666,2016
Aaron Potechin,University of Chicago,focs,1.0,0.16666666666666666,2017
Aaron Potechin,University of Chicago,soda,1.0,0.2,2016
Aaron Potechin,University of Chicago,stoc,1.0,0.5,2012
Aaron Potechin,University of Chicago,stoc,1.0,0.3333333333333333,2015
Aaron Potechin,University of Chicago,stoc,1.0,1.0,2019
Aaron Quigley,University of St Andrews,chiconf,1.0,0.2,2017
Aaron Quigley,University of St Andrews,chiconf,2.0,0.4242424242424242,2018
Aaron Quigley,University of St Andrews,chiconf,1.0,0.2,2019
Aaron Quigley,University of St Andrews,ubicomp,1.0,0.2,2018
Aaron Quigley,University of St Andrews,uist,1.0,0.2,2016
Aaron Quigley,University of St Andrews,uist,1.0,0.2,2019
Aaron Roth 0001,University of Pennsylvania,aaai,1.0,0.2,2015
Aaron Roth 0001,University of Pennsylvania,ec,1.0,0.3333333333333333,2010
Aaron Roth 0001,University of Pennsylvania,ec,1.0,0.5,2011
Aaron Roth 0001,University of Pennsylvania,ec,1.0,0.5,2012
Aaron Roth 0001,University of Pennsylvania,ec,3.0,1.25,2014
Aaron Roth 0001,University of Pennsylvania,ec,2.0,0.5,2015
Aaron Roth 0001,University of Pennsylvania,ec,2.0,0.39285714285714285,2017
Aaron Roth 0001,University of Pennsylvania,ec,1.0,0.2,2018
Aaron Roth 0001,University of Pennsylvania,focs,1.0,0.25,2016
Aaron Roth 0001,University of Pennsylvania,icfp,1.0,0.25,2017
Aaron Roth 0001,University of Pennsylvania,icfp,1.0,0.2,2019
Aaron Roth 0001,University of Pennsylvania,icml,1.0,0.2,2014
Aaron Roth 0001,University of Pennsylvania,icml,2.0,0.5333333333333333,2017
Aaron Roth 0001,University of Pennsylvania,icml,2.0,0.75,2018
Aaron Roth 0001,University of Pennsylvania,icml,1.0,0.14285714285714285,2019
Aaron Roth 0001,University of Pennsylvania,ijcai,1.0,0.3333333333333333,2016
Aaron Roth 0001,University of Pennsylvania,nips,1.0,0.16666666666666666,2015
Aaron Roth 0001,University of Pennsylvania,nips,3.0,0.75,2016
Aaron Roth 0001,University of Pennsylvania,nips,1.0,0.2,2017
Aaron Roth 0001,University of Pennsylvania,nips,3.0,0.7,2018
Aaron Roth 0001,University of Pennsylvania,popl,1.0,0.16666666666666666,2015
Aaron Roth 0001,University of Pennsylvania,soda,2.0,0.45,2010
Aaron Roth 0001,University of Pennsylvania,soda,2.0,0.8333333333333333,2014
Aaron Roth 0001,University of Pennsylvania,soda,1.0,0.25,2015
Aaron Roth 0001,University of Pennsylvania,soda,1.0,0.25,2016
Aaron Roth 0001,University of Pennsylvania,stoc,2.0,0.5833333333333333,2008
Aaron Roth 0001,University of Pennsylvania,stoc,1.0,0.5,2010
Aaron Roth 0001,University of Pennsylvania,stoc,1.0,0.25,2011
Aaron Roth 0001,University of Pennsylvania,stoc,1.0,0.5,2012
Aaron Roth 0001,University of Pennsylvania,stoc,2.0,0.8333333333333333,2013
Aaron Roth 0001,University of Pennsylvania,stoc,1.0,0.2,2014
Aaron Roth 0001,University of Pennsylvania,stoc,1.0,0.16666666666666666,2015
Aaron Roth 0001,University of Pennsylvania,stoc,2.0,0.5333333333333333,2016
Aaron Roth 0001,University of Pennsylvania,wine,1.0,1.0,2008
Aaron Roth 0001,University of Pennsylvania,wine,1.0,0.25,2010
Aaron Roth 0001,University of Pennsylvania,wine,2.0,1.0,2012
Aaron Roth 0001,University of Pennsylvania,wine,1.0,0.25,2015
Aaron Roth 0001,University of Pennsylvania,wine,1.0,0.16666666666666666,2016
Aaron Schulman,University of California - San Diego,ccs,1.0,0.3333333333333333,2014
Aaron Schulman,University of California - San Diego,imc,1.0,0.5,2011
Aaron Schulman,University of California - San Diego,imc,1.0,0.14285714285714285,2014
Aaron Schulman,University of California - San Diego,imc,2.0,0.3611111111111111,2015
Aaron Schulman,University of California - San Diego,imc,1.0,0.1111111111111111,2019
Aaron Schulman,University of California - San Diego,mobicom,1.0,0.125,2010
Aaron Schulman,University of California - San Diego,mobicom,1.0,0.14285714285714285,2019
